# SID (defaults to ID.startBit.[responseId]), ID (hex), startBit, endBit, resolution, offset (aplied BEFORE resolution multiplication), decimals, unit, requestID (hex string), responseID (hex string), options (hex, see MainActivity for definitions), optional name, optional list
,700,0,7,1,0,0,,14ffff,54,ff,Reset DTC
,700,0,23,1,0,0,,19023b,5902ff,ff,Query DTC
#
,700,24,55,1,0,0,,220001,620001,ff,DataRead.FFD_DTC LOCAL CODE
,700,24,39,.025,0,2,V,220100,620100,ff,Ignition Voltage.Ignition Voltage
,700,24,39,.01,0,2,s,220534,620534,ff,mSSA_LTS_TH_STOPTIME
,700,24,39,.01,0,2,s,220535,620535,ff,mSSA_TIME_REQUEST_SUSPEND
,700,24,39,.01,0,2,m,220536,620536,ff,mTIRE_R
,700,24,39,.01,0,2,m/s²,220537,620537,ff,mARB_CCSLDecelG_Threshold
,700,24,39,10,0,0,ms,220538,620538,ff,mARB_DecelG_TIME
,700,24,39,10,0,0,ms,220539,620539,ff,mARB_ACCBRQ_MINMAX_TIME
,700,24,39,1,0,0,N·m,22053A,62053A,ff,mARB_ACCBRK_MAX
,700,24,39,10,0,0,ms,22053B,62053B,ff,mARB_CCSLBRQ_MINMAX_TIME
,700,24,39,1,0,0,N.m,22053C,62053C,ff,mARB_CCSLBRK_MAX
,700,24,39,.01,0,2,,22053D,62053D,ff,mARB_CCSL_Ka
,700,24,39,10,0,0,ms,22053E,62053E,ff,mARB_DecelGUDS_TIME
,700,24,39,10,0,0,ms,22053F,62053F,ff,mARB_HFPBBRQ_MINMAX_TIME
,700,24,39,1,0,0,N.m,220540,620540,ff,mARB_HFPBBRK_MAX
,700,24,39,10,0,0,ms,220541,620541,ff,mARB_HFPB2BRQ_MINMAX_TIME
,700,24,39,1,0,0,N.m,220542,620542,ff,mARB_HFPB2BRK_MAX
,700,24,39,10,0,0,ms,220543,620543,ff,mARB_YAW_MINMAX_TIME
,700,24,39,.5,0,1,N.m,220544,620544,1ff,mARB_YAW_MIN
,700,24,39,.5,0,1,N.m,220545,620545,ff,mARB_YAW_MAX
,700,24,39,1,0,0,,220546,620546,ff,mfSSA_INIT_MODE_OFF_SW
,700,24,39,1,0,0,,220547,620547,ff,mfSSA_LTS_SELECT_SW
,700,24,39,200,0,0,(N·m)/s,220548,620548,ff,mARB_ACC_TRGT_TORQUE_DECR
,700,24,103,1,0,0,,22F012,62F012,2ff,OperationnalReference
,700,24,47,1,0,0,Km,22F0D0,62F0D0,ff,DataRead.Mileage
,700,24,31,1,0,0,count,22F0D1,62F0D1,ff,DataRead.DTC_Occurence_Counter
,700,24,103,1,0,0,,22F111,62F111,2ff,VehicleManufacturerECUHardwareNumber_DAI
,700,24,103,1,0,0,,22F121,62F121,2ff,VehicleManufacturerSoftwareNumber_DAI.VehicleManufacturerSoftwareNumber_DAI_ConfigPartNumber
,700,104,183,1,0,0,,22F121,62F121,2ff,VehicleManufacturerSoftwareNumber_DAI.VehicleManufacturerSoftwareNumber_DAI_OperationalReference
,700,24,103,1,0,0,,22F187,62F187,2ff,vehicleManufacturerSparePartNumber
,700,24,103,1,0,0,,22F188,62F188,2ff,vehicleManufacturerECUSoftwareNumber
,700,24,55,1,0,0,,22F18A,62F18A,2ff,systemSupplierIdentifier
,700,24,183,1,0,0,,22F18C,62F18C,2ff,ECUSerialNumber
,700,24,159,1,0,0,,22F190,62F190,2ff,VIN
,700,24,103,1,0,0,,22F191,62F191,2ff,vehicleManufacturerECUHardwareNumber
,700,24,79,1,0,0,,22F194,62F194,2ff,systemSupplierECUSoftwareNumber
,700,24,39,1,0,0,,22F195,62F195,2ff,systemSupplierECUSoftwareVersionNumber
,700,24,31,1,0,0,,22F1A0,62F1A0,ff,diagnosticVersion
,700,24,103,1,0,0,,22F1A1,62F1A1,2ff,vehicleManufacturerSparePartNumber_N
,700,32,39,1,0,0,,2F010100,6F010100,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F0101030000,6F0101030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01010301,6F01010301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F010200,6F010200,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F0102030000,6F0102030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01020301,6F01020301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F016500,6F016500,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F0165030000,6F0165030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01650301,6F01650301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017600,6F017600,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F0176030000,6F0176030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01760301,6F01760301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017700,6F017700,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F0177030000,6F0177030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01770301,6F01770301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017800,6F017800,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F0178030000,6F0178030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01780301,6F01780301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017900,6F017900,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F0179030000,6F0179030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01790301,6F01790301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017A00,6F017A00,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017A030000,6F017A030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017A0301,6F017A0301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017B00,6F017B00,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017B030000,6F017B030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017B0301,6F017B0301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017C00,6F017C00,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017C030000,6F017C030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017C0301,6F017C0301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017F00,6F017F00,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017F030000,6F017F030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F017F0301,6F017F0301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F018400,6F018400,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F0184030000,6F0184030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01840301,6F01840301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01A000,6F01A000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01A0030000,6F01A0030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01A00301,6F01A00301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01A100,6F01A100,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01A1030000,6F01A1030000,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'
,700,32,39,1,0,0,,2F01A10301,6F01A10301,ff,OutputControlStatus,2:Stopped;1:Running;17:Stopped by 'Stop Control'


5B92,[C1B92]BRAKE CONTROL SYSTEM
5B93,[C1B93]ENGINE/HEV SYSTEM
